Players,Clubs,Position,Total,Goals,A,Yellow,Yellow - Red,Red,Start,Sub,CO,Off,Pen S,Pen SV,Pen M,Pen C,OG,More
Dionatan Teixeira,Stoke City,Defender,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,More
Fikayo Tomori,Chelsea,Defender,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Tony Hibbert,Everton,Defender,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Sullay Kaikai,Crystal Palace,Forward,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Tyrone Mings,AFC Bournemouth,Defender,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,More
Juan Cuadrado,Chelsea,Midfielder,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Ryan Allsop,AFC Bournemouth,Goalkeeper,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,More
Giedrius Arlauskis,Watford,Goalkeeper,1,0,0,0,0,0,0,19,1,0,0,0,0,0,0,More
Sergi Canos,Liverpool,Forward,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Nick Powell,Manchester United,Forward,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
George Honeyman,Sunderland,Midfielder,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Harrison Reed,Southampton,Midfielder,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,More
Josh Cullen,West Ham United,Midfielder,1,0,0,0,0,0,0,11,1,0,0,0,0,0,0,More
Jonathan Williams,Crystal Palace,Midfielder,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Tyler Roberts,West Bromwich Albion,Forward,1,0,0,1,0,0,0,5,1,0,0,0,0,0,0,More
Kyle Lafferty,Norwich City,Forward,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,More
James Wilson,Manchester United,Forward,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Donald Love,Manchester United,Defender,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Jordan Rossiter,Liverpool,Midfielder,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,More
Patrick Roberts,Manchester City,Midfielder,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,More
Jake Clarke-Salter,Chelsea,Defender,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Rushian Hepburn-Murphy,Aston Villa,Forward,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Hiram Boateng,Crystal Palace,Midfielder,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,More
Connor Dymond,Crystal Palace,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Djair Parfitt-Williams,West Ham United,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
George Evans,Manchester City,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Kenji Gorre,Swansea City,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Sean Goss,Manchester United,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Jerome Sinclair,Liverpool,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Ryan Fulton,Liverpool,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Brown Ideye,West Bromwich Albion,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
George Dobson,West Ham United,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Jack Rose,West Bromwich Albion,Goalkeeper,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,More
Jake Gray,Crystal Palace,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Luke Dreher,Crystal Palace,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Alex Palmer,West Bromwich Albion,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Keinan Davis,Aston Villa,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Papy Mison Djilobodji,Chelsea,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Rene Gilmartin,Watford,Goalkeeper,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Jamal Blackman,Chelsea,Goalkeeper,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,More
Sam Johnstone,Manchester United,Goalkeeper,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,More
Lloyd Dyer,Watford,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Kasey Palmer,Chelsea,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Ricky van Wolfswinkel,Norwich City,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Richard Wright,Manchester City,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Anders Lindegaard,West Bromwich Albion,Goalkeeper,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,More
Elliott Lee,West Ham United,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
 Tiago Ilori,Liverpool,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Jeff Reine-Adelaide,Arsenal,Forward,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,More
Liam Bridcutt,Sunderland,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Joe Rothwell,Manchester United,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Mark Schwarzer,Leicester City,Goalkeeper,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,More
Joe Cole,Aston Villa,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Marco Amelia,Chelsea,Goalkeeper,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,More
Olufela Olomola,Southampton,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Joe Bennett,Aston Villa,Defender,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,More
Tommy Hoban,Watford,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Pablo Maffeo,Manchester City,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Joe Riley,Manchester United,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Cameron Humphreys-Grant,Manchester City,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Gabriele Angella,Watford,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Aiden McGeady,Everton,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Freddie Woodman,Newcastle United,Goalkeeper,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,More
Gerhard Tremmel,Swansea City,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Rhoys Wiggins,AFC Bournemouth,Defender,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,More
Jason Denayer,Manchester City,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Matt Butcher,AFC Bournemouth,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Temitayo Aina,Chelsea,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Marcus Browne,West Ham United,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Niall Mason,Aston Villa,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Federico Fazio,Tottenham Hotspur,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Liam Gibson,Newcastle United,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Conor McAleny,Everton,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Diego Poyet,West Ham United,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Ryan Seager,Southampton,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Matt Macey,Arsenal,Goalkeeper,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,More
Moha El Ouriachi,Stoke City,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Fernando Forestieri,Watford,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Doneil Henry,West Ham United,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Stephen Hendrie,West Ham United,Defender,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,More
Josh Vickers,Swansea City,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Jordan Holmes,AFC Bournemouth,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Mason Holgate,Everton,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Baily Cargill,AFC Bournemouth,Defender,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,More
James Horsfield,Manchester City,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Ben Chilwell,Leicester City,Defender,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,More
Matej Vydra,Watford,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Franck Tabanou,Swansea City,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Jonny Maddison,Leicester City,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
 Angelino,Manchester City,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Raphael Spiegel,West Ham United,Goalkeeper,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,More
Callum Williams,Newcastle United,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Daniel Pudil,Watford,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Oliver Shenton,Stoke City,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Mike Williamson,Newcastle United,Defender,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,More
Daniel Bachmann,Stoke City,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Kyle Knoyle,West Ham United,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Joey O'Brien,West Ham United,Midfielder,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,More
Aleix Garcia,Manchester City,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Corey Jordan,AFC Bournemouth,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Tony Andreu,Norwich City,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Martin Samuelsen,West Ham United,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Lynden Gooch,Sunderland,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Daniel Barlaser,Newcastle United,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Mikael Mandron,Sunderland,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Brandon Barker,Manchester City,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Emanuele Giaccherini,Sunderland,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Harry Winks,Tottenham Hotspur,Midfielder,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,More
Luke Croll,Crystal Palace,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Dean Hammond,Leicester City,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Jindrich Stanek,Everton,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Sylvain Marveaux,Newcastle United,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Kyle Walker-Peters,Tottenham Hotspur,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Charlie Colkett,Chelsea,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Axel Tuanzebe,Manchester United,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Tom Beadling,Sunderland,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Nathan Baker,Aston Villa,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
